"Species","variable","value","Onto","Model"
"GONODEN_adult","Year",0.00611907807756069,"adult","Presence-Absence"
"ETMOSPI_juvenile","Grid cell",0.487972724284959,"juvenile","Presence-Absence"
"ETMOSPI_adult","Grid cell",0.42334987575629,"adult","Presence-Absence"
"GALUMEL_juvenile","Grid cell",0.375738378202621,"juvenile","Presence-Absence"
"GALUMEL_adult","Grid cell",0.530809087974492,"adult","Presence-Absence"
"HELIDAC_juvenile","Grid cell",0.614733342685464,"juvenile","Presence-Absence"
"HELIDAC_adult","Grid cell",0.721785858217086,"adult","Presence-Absence"
"LOPHBUD_juvenile","Grid cell",0.774841465986785,"juvenile","Presence-Absence"
"LOPHBUD_adult","Grid cell",0.502606292948814,"adult","Presence-Absence"
"PAGEBOG_juvenile","Grid cell",0.636246983717535,"juvenile","Presence-Absence"
"PAGEBOG_adult","Grid cell",0.275926275254024,"adult","Presence-Absence"
"PHYIBLE_juvenile","Grid cell",0.387095194026824,"juvenile","Presence-Absence"
"PHYIBLE_adult","Grid cell",0.328817477025751,"adult","Presence-Absence"
"TRACTRA_juvenile","Grid cell",0.425399732423134,"juvenile","Presence-Absence"
"TRACTRA_adult","Grid cell",0.730142476428503,"adult","Presence-Absence"
"SCYOCAN_juvenile","Grid cell",0.801818729651623,"juvenile","Presence-Absence"
"SCYOCAN_adult","Grid cell",0.867231885571599,"adult","Presence-Absence"
"TORPMAR_juvenile","Grid cell",0.09371268373585,"juvenile","Presence-Absence"
"BOOPBOO_juvenile","Grid cell",0.477575451220326,"juvenile","Presence-Absence"
"BOOPBOO_adult","Grid cell",0.299951624489945,"adult","Presence-Absence"
"MERLMER_juvenile","Grid cell",0.734716871091595,"juvenile","Presence-Absence"
"MERLMER_adult","Grid cell",0.892651985095464,"adult","Presence-Absence"
"MULLSUR_juvenile","Grid cell",0.27717660312572,"juvenile","Presence-Absence"
"MULLSUR_adult","Grid cell",0.582415552001019,"adult","Presence-Absence"
"PAGEACA_juvenile","Grid cell",0.767167093572038,"juvenile","Presence-Absence"
"PAGEACA_adult","Grid cell",0.780572724524956,"adult","Presence-Absence"
"SCOMPNE_juvenile","Grid cell",0.0104207093190312,"juvenile","Presence-Absence"
"SCOMPNE_adult","Grid cell",0.0134633696550452,"adult","Presence-Absence"
"MULLBAR_juvenile","Grid cell",0.546694613246121,"juvenile","Presence-Absence"
"MULLBAR_adult","Grid cell",0.610362936625773,"adult","Presence-Absence"
"PAGEERY_juvenile","Grid cell",0.402073619565892,"juvenile","Presence-Absence"
"PAGEERY_adult","Grid cell",0.370633956990232,"adult","Presence-Absence"
"SPARPAG_juvenile","Grid cell",0.507349737738394,"juvenile","Presence-Absence"
"SPARPAG_adult","Grid cell",0.545038870577566,"adult","Presence-Absence"
"TRIPLAS_juvenile","Grid cell",0.620376099272365,"juvenile","Presence-Absence"
"TRIPLAS_adult","Grid cell",0.682722976810837,"adult","Presence-Absence"
"ASPICUC_juvenile","Grid cell",0.580940908460776,"juvenile","Presence-Absence"
"ASPICUC_adult","Grid cell",0.713127948507229,"adult","Presence-Absence"
"CITHMAC_juvenile","Grid cell",0.725488512881273,"juvenile","Presence-Absence"
"CITHMAC_adult","Grid cell",0.745837372614264,"adult","Presence-Absence"
"TRACMED_juvenile","Grid cell",0.617532015858039,"juvenile","Presence-Absence"
"TRACMED_adult","Grid cell",0.575556762142846,"adult","Presence-Absence"
"RAJAOXY_adult","Grid cell",0.703074751572845,"adult","Presence-Absence"
"MICMPOU_juvenile","Grid cell",0.611851754108172,"juvenile","Presence-Absence"
"MICMPOU_adult","Grid cell",0.338112557796834,"adult","Presence-Absence"
"ENGRENC_juvenile","Grid cell",0.391765238477339,"juvenile","Presence-Absence"
"ENGRENC_adult","Grid cell",0.317358130306772,"adult","Presence-Absence"
"DIPLVUL_adult","Grid cell",0.339319145569508,"adult","Presence-Absence"
"LEPMBOS_juvenile","Grid cell",0.715296517703893,"juvenile","Presence-Absence"
"LEPMBOS_adult","Grid cell",0.807731051655711,"adult","Presence-Absence"
"DIPLANN_juvenile","Grid cell",0.21244686949001,"juvenile","Presence-Absence"
"DIPLANN_adult","Grid cell",0.0981540956053989,"adult","Presence-Absence"
"SARDPIL_juvenile","Grid cell",0.322319220325804,"juvenile","Presence-Absence"
"SARDPIL_adult","Grid cell",0.268375604315621,"adult","Presence-Absence"
"SCYMLIC_adult","Grid cell",0.332369240056344,"adult","Presence-Absence"
"ZEUSFAB_juvenile","Grid cell",0.284502121164095,"juvenile","Presence-Absence"
"ZEUSFAB_adult","Grid cell",0.345068388526305,"adult","Presence-Absence"
"SPICMAE_adult","Grid cell",0.160394773024781,"adult","Presence-Absence"
"SCOMSCO_juvenile","Grid cell",0.420938285592823,"juvenile","Presence-Absence"
"SCOMSCO_adult","Grid cell",0.430181363993024,"adult","Presence-Absence"
"LOPHPIS_juvenile","Grid cell",0.642291043116553,"juvenile","Presence-Absence"
"LOPHPIS_adult","Grid cell",0.618306062121795,"adult","Presence-Absence"
"TRIGLUC_juvenile","Grid cell",0.231048683463941,"juvenile","Presence-Absence"
"TRIGLUC_adult","Grid cell",0.178261188664967,"adult","Presence-Absence"
"TRISCAP_juvenile","Grid cell",0.713855240513933,"juvenile","Presence-Absence"
"TRISCAP_adult","Grid cell",0.868210785401277,"adult","Presence-Absence"
"SPICFLE_juvenile","Grid cell",0.562181242988739,"juvenile","Presence-Absence"
"SPICFLE_adult","Grid cell",0.447381821344282,"adult","Presence-Absence"
"SPICSMA_juvenile","Grid cell",0.415308856003335,"juvenile","Presence-Absence"
"SPICSMA_adult","Grid cell",0.72066282764942,"adult","Presence-Absence"
"SOLEVUL_juvenile","Grid cell",0.219487918548223,"juvenile","Presence-Absence"
"SOLEVUL_adult","Grid cell",0.204740546925024,"adult","Presence-Absence"
"RAJACLA_juvenile","Grid cell",0.850152775122903,"juvenile","Presence-Absence"
"RAJACLA_adult","Grid cell",0.872124628035955,"adult","Presence-Absence"
"ARNOLAT_adult","Grid cell",0.423838405130183,"adult","Presence-Absence"
"BLENOCE_juvenile","Grid cell",0.354790161860578,"juvenile","Presence-Absence"
"CAPOAPE_juvenile","Grid cell",0.49285858663784,"juvenile","Presence-Absence"
"CAPOAPE_adult","Grid cell",0.505010949679525,"adult","Presence-Absence"
"CEPOMAC_adult","Grid cell",0.425864244255275,"adult","Presence-Absence"
"CONGCON_adult","Grid cell",0.274368916045999,"adult","Presence-Absence"
"GOBIQUA_adult","Grid cell",0.502122297976168,"adult","Presence-Absence"
"LEPTCAV_juvenile","Grid cell",0.382555130073367,"juvenile","Presence-Absence"
"LEPTCAV_adult","Grid cell",0.511487804729046,"adult","Presence-Absence"
"SERAHEP_juvenile","Grid cell",0.489541215033281,"juvenile","Presence-Absence"
"SERAHEP_adult","Grid cell",0.535824161814262,"adult","Presence-Absence"
"TRAHDRA_adult","Grid cell",0.189688138443972,"adult","Presence-Absence"
"URANSCA_adult","Grid cell",0.356709505759796,"adult","Presence-Absence"
"ARNORUP_adult","Grid cell",0.463268086601149,"adult","Presence-Absence"
"ARNOTHO_juvenile","Grid cell",0.534890467200502,"juvenile","Presence-Absence"
"GADIARG_adult","Grid cell",0.293780427347056,"adult","Presence-Absence"
"LEPICAU_adult","Grid cell",0.406729131355496,"adult","Presence-Absence"
"MACOSCO_adult","Grid cell",0.463849179534349,"adult","Presence-Absence"
"SERACAB_juvenile","Grid cell",0.241623471071833,"juvenile","Presence-Absence"
"SERACAB_adult","Grid cell",0.228334565810238,"adult","Presence-Absence"
"SCORNOT_adult","Grid cell",0.198881292378066,"adult","Presence-Absence"
"ARGRHEM_adult","Grid cell",0.205362318097266,"adult","Presence-Absence"
"LAMACRO_juvenile","Grid cell",0.307655004770077,"juvenile","Presence-Absence"
"LAMACRO_adult","Grid cell",0.329516894877504,"adult","Presence-Absence"
"NEZUAEQ_juvenile","Grid cell",0.204820879059658,"juvenile","Presence-Absence"
"COELCOE_juvenile","Grid cell",0.267801360101732,"juvenile","Presence-Absence"
"HYMEITA_adult","Grid cell",0.22494981092122,"adult","Presence-Absence"
"CALMPHA_juvenile","Grid cell",0.59021354000589,"juvenile","Presence-Absence"
"CALMPHA_adult","Grid cell",0.688923205923228,"adult","Presence-Absence"
"RAJAAST_adult","Grid cell",0.208417106138059,"adult","Presence-Absence"
"TRIGLYR_juvenile","Grid cell",0.690687923534015,"juvenile","Presence-Absence"
"SCORSCO_adult","Grid cell",0.17990028177321,"adult","Presence-Absence"
"RAJAMIR_juvenile","Grid cell",0.740021477743809,"juvenile","Presence-Absence"
"RAJAPOL_juvenile","Grid cell",0.593992288195753,"juvenile","Presence-Absence"
"RAJAPOL_adult","Grid cell",0.642367356782988,"adult","Presence-Absence"
"EUTRGUR_juvenile","Grid cell",0.911499108815283,"juvenile","Presence-Absence"
"EUTRGUR_adult","Grid cell",0.914156267667641,"adult","Presence-Absence"
"SQUABLA_juvenile","Grid cell",0.790679970092742,"juvenile","Presence-Absence"
"SQUABLA_adult","Grid cell",0.694857967483421,"adult","Presence-Absence"
"RAJABRA_juvenile","Grid cell",0.63850011112238,"juvenile","Presence-Absence"
"SPRASPR_adult","Grid cell",0.311762698771626,"adult","Presence-Absence"
"DIAPMET_adult","Grid cell",0.42013329812949,"adult","Presence-Absence"
"GONODEN_adult","Grid cell",0.744022266134766,"adult","Presence-Absence"
"ETMOSPI_juvenile","Depth",0.144296988797314,"juvenile","Abundance"
"ETMOSPI_adult","Depth",0.199207512385653,"adult","Abundance"
"GALUMEL_juvenile","Depth",0.108933564057004,"juvenile","Abundance"
"GALUMEL_adult","Depth",0.132439898311622,"adult","Abundance"
"HELIDAC_juvenile","Depth",0.0756489764703597,"juvenile","Abundance"
"HELIDAC_adult","Depth",0.222695214719913,"adult","Abundance"
"LOPHBUD_juvenile","Depth",0.423376228545228,"juvenile","Abundance"
"LOPHBUD_adult","Depth",0.60559387638998,"adult","Abundance"
"PAGEBOG_juvenile","Depth",0.51838815881093,"juvenile","Abundance"
"PAGEBOG_adult","Depth",0.196592218676118,"adult","Abundance"
"PHYIBLE_juvenile","Depth",0.281165432631565,"juvenile","Abundance"
"PHYIBLE_adult","Depth",0.234585415337452,"adult","Abundance"
"TRACTRA_juvenile","Depth",0.680614535219619,"juvenile","Abundance"
"TRACTRA_adult","Depth",0.614584530037625,"adult","Abundance"
"SCYOCAN_juvenile","Depth",0.37150045097657,"juvenile","Abundance"
"SCYOCAN_adult","Depth",0.343509519372544,"adult","Abundance"
"TORPMAR_juvenile","Depth",0.555999202852942,"juvenile","Abundance"
"BOOPBOO_juvenile","Depth",0.660271971486101,"juvenile","Abundance"
"BOOPBOO_adult","Depth",0.69235780674896,"adult","Abundance"
"MERLMER_juvenile","Depth",0.636690079381031,"juvenile","Abundance"
"MERLMER_adult","Depth",0.335051225059069,"adult","Abundance"
"MULLSUR_juvenile","Depth",0.706167051975123,"juvenile","Abundance"
"MULLSUR_adult","Depth",0.59633819309793,"adult","Abundance"
"PAGEACA_juvenile","Depth",0.493205412884539,"juvenile","Abundance"
"PAGEACA_adult","Depth",0.535847751258682,"adult","Abundance"
"SCOMPNE_juvenile","Depth",0.697642609001502,"juvenile","Abundance"
"SCOMPNE_adult","Depth",0.633773843601724,"adult","Abundance"
"MULLBAR_juvenile","Depth",0.743335958569683,"juvenile","Abundance"
"MULLBAR_adult","Depth",0.635653629927742,"adult","Abundance"
"PAGEERY_juvenile","Depth",0.637860739629525,"juvenile","Abundance"
"PAGEERY_adult","Depth",0.553122196145993,"adult","Abundance"
"SPARPAG_juvenile","Depth",0.552938248129689,"juvenile","Abundance"
"SPARPAG_adult","Depth",0.67071698160461,"adult","Abundance"
"TRIPLAS_juvenile","Depth",0.0597465872066091,"juvenile","Abundance"
"TRIPLAS_adult","Depth",0.100391419110409,"adult","Abundance"
"ASPICUC_juvenile","Depth",0.232667337239652,"juvenile","Abundance"
"ASPICUC_adult","Depth",0.484323839317229,"adult","Abundance"
"CITHMAC_juvenile","Depth",0.349581900707638,"juvenile","Abundance"
"CITHMAC_adult","Depth",0.316428884836395,"adult","Abundance"
"TRACMED_juvenile","Depth",0.472356184032371,"juvenile","Abundance"
"TRACMED_adult","Depth",0.600532647595731,"adult","Abundance"
"RAJAOXY_adult","Depth",0.239724891573929,"adult","Abundance"
"MICMPOU_juvenile","Depth",0.396326689279779,"juvenile","Abundance"
"MICMPOU_adult","Depth",0.38975896079801,"adult","Abundance"
"ENGRENC_juvenile","Depth",0.417183933536305,"juvenile","Abundance"
"ENGRENC_adult","Depth",0.463624725753389,"adult","Abundance"
"DIPLVUL_adult","Depth",0.689937479091022,"adult","Abundance"
"LEPMBOS_juvenile","Depth",0.178684458864844,"juvenile","Abundance"
"LEPMBOS_adult","Depth",0.217945315535877,"adult","Abundance"
"DIPLANN_juvenile","Depth",0.618585092337507,"juvenile","Abundance"
"DIPLANN_adult","Depth",0.677777935054765,"adult","Abundance"
"SARDPIL_juvenile","Depth",0.750332120834033,"juvenile","Abundance"
"SARDPIL_adult","Depth",0.798190788326566,"adult","Abundance"
"SCYMLIC_adult","Depth",0.10450529113971,"adult","Abundance"
"ZEUSFAB_juvenile","Depth",0.832608481569918,"juvenile","Abundance"
"ZEUSFAB_adult","Depth",0.887628292537628,"adult","Abundance"
"SPICMAE_adult","Depth",0.33084683234317,"adult","Abundance"
"SCOMSCO_juvenile","Depth",0.669491746402458,"juvenile","Abundance"
"SCOMSCO_adult","Depth",0.578523886704361,"adult","Abundance"
"LOPHPIS_juvenile","Depth",0.827356098732151,"juvenile","Abundance"
"LOPHPIS_adult","Depth",0.711597454101819,"adult","Abundance"
"TRIGLUC_juvenile","Depth",0.168509766849995,"juvenile","Abundance"
"TRIGLUC_adult","Depth",0.432561197666346,"adult","Abundance"
"TRISCAP_juvenile","Depth",0.42401286732866,"juvenile","Abundance"
"TRISCAP_adult","Depth",0.23193014243876,"adult","Abundance"
"SPICFLE_juvenile","Depth",0.577802279396096,"juvenile","Abundance"
"SPICFLE_adult","Depth",0.516524591748718,"adult","Abundance"
"SPICSMA_juvenile","Depth",0.352313626299675,"juvenile","Abundance"
"SPICSMA_adult","Depth",0.234112154173318,"adult","Abundance"
"SOLEVUL_juvenile","Depth",0.431895721172132,"juvenile","Abundance"
"SOLEVUL_adult","Depth",0.426739071803404,"adult","Abundance"
"RAJACLA_juvenile","Depth",0.422244275505922,"juvenile","Abundance"
"RAJACLA_adult","Depth",0.620275378657626,"adult","Abundance"
"ARNOLAT_adult","Depth",0.356192270906002,"adult","Abundance"
"BLENOCE_juvenile","Depth",0.428783523916519,"juvenile","Abundance"
"CAPOAPE_juvenile","Depth",0.532106452598563,"juvenile","Abundance"
"CAPOAPE_adult","Depth",0.463225737776675,"adult","Abundance"
"CEPOMAC_adult","Depth",0.357823302640702,"adult","Abundance"
"CONGCON_adult","Depth",0.583295109520373,"adult","Abundance"
"GOBIQUA_adult","Depth",0.647123416473623,"adult","Abundance"
"LEPTCAV_juvenile","Depth",0.395306929324653,"juvenile","Abundance"
"LEPTCAV_adult","Depth",0.367430688448313,"adult","Abundance"
"SERAHEP_juvenile","Depth",0.586337234102174,"juvenile","Abundance"
"SERAHEP_adult","Depth",0.575261635774375,"adult","Abundance"
"TRAHDRA_adult","Depth",0.261845112371223,"adult","Abundance"
"URANSCA_adult","Depth",0.347378549328101,"adult","Abundance"
"ARNORUP_adult","Depth",0.456019733314425,"adult","Abundance"
"ARNOTHO_juvenile","Depth",0.471169812466841,"juvenile","Abundance"
"GADIARG_adult","Depth",0.5117995181966,"adult","Abundance"
"LEPICAU_adult","Depth",0.400715139094315,"adult","Abundance"
"MACOSCO_adult","Depth",0.616232754087101,"adult","Abundance"
"SERACAB_juvenile","Depth",0.6213556024506,"juvenile","Abundance"
"SERACAB_adult","Depth",0.581643279272864,"adult","Abundance"
"SCORNOT_adult","Depth",0.50290305292987,"adult","Abundance"
"ARGRHEM_adult","Depth",0.134250332644696,"adult","Abundance"
"LAMACRO_juvenile","Depth",0.174508383385011,"juvenile","Abundance"
"LAMACRO_adult","Depth",0.122967388453949,"adult","Abundance"
"NEZUAEQ_juvenile","Depth",0.200440981985318,"juvenile","Abundance"
"COELCOE_juvenile","Depth",0.294622514260864,"juvenile","Abundance"
"HYMEITA_adult","Depth",0.243026025607163,"adult","Abundance"
"CALMPHA_juvenile","Depth",0.135357230047899,"juvenile","Abundance"
"CALMPHA_adult","Depth",0.104032619614561,"adult","Abundance"
"RAJAAST_adult","Depth",0.439509441690055,"adult","Abundance"
"TRIGLYR_juvenile","Depth",0.444727036397904,"juvenile","Abundance"
"SCORSCO_adult","Depth",0.551140200893255,"adult","Abundance"
"RAJAMIR_juvenile","Depth",0.394717044305353,"juvenile","Abundance"
"RAJAPOL_juvenile","Depth",0.558433150545007,"juvenile","Abundance"
"RAJAPOL_adult","Depth",0.789017071407459,"adult","Abundance"
"EUTRGUR_juvenile","Depth",0.129713217861385,"juvenile","Abundance"
"EUTRGUR_adult","Depth",0.115422566053963,"adult","Abundance"
"SQUABLA_juvenile","Depth",0.156232284987028,"juvenile","Abundance"
"SQUABLA_adult","Depth",0.216431205615802,"adult","Abundance"
"RAJABRA_juvenile","Depth",0.142128638103771,"juvenile","Abundance"
"SPRASPR_adult","Depth",0.658415126758703,"adult","Abundance"
"DIAPMET_adult","Depth",0.073469678206383,"adult","Abundance"
"GONODEN_adult","Depth",0.211208136658456,"adult","Abundance"
"ETMOSPI_juvenile","Temperature",0.136890609061976,"juvenile","Abundance"
"ETMOSPI_adult","Temperature",0.174580389522436,"adult","Abundance"
"GALUMEL_juvenile","Temperature",0.0557993211798367,"juvenile","Abundance"
"GALUMEL_adult","Temperature",0.0283025695389325,"adult","Abundance"
"HELIDAC_juvenile","Temperature",0.0468128869510999,"juvenile","Abundance"
"HELIDAC_adult","Temperature",0.0339879213995281,"adult","Abundance"
"LOPHBUD_juvenile","Temperature",0.18695028133064,"juvenile","Abundance"
"LOPHBUD_adult","Temperature",0.113489205811421,"adult","Abundance"
"PAGEBOG_juvenile","Temperature",0.142321177377525,"juvenile","Abundance"
"PAGEBOG_adult","Temperature",0.496790596848603,"adult","Abundance"
"PHYIBLE_juvenile","Temperature",0.101180670404256,"juvenile","Abundance"
"PHYIBLE_adult","Temperature",0.069154351454395,"adult","Abundance"
"TRACTRA_juvenile","Temperature",0.0288079680998762,"juvenile","Abundance"
"TRACTRA_adult","Temperature",0.0398733315959333,"adult","Abundance"
"SCYOCAN_juvenile","Temperature",0.0355312655324868,"juvenile","Abundance"
"SCYOCAN_adult","Temperature",0.0292774895884949,"adult","Abundance"
"TORPMAR_juvenile","Temperature",0.0627235623673871,"juvenile","Abundance"
"BOOPBOO_juvenile","Temperature",0.0269908746490728,"juvenile","Abundance"
"BOOPBOO_adult","Temperature",0.0245553276329134,"adult","Abundance"
"MERLMER_juvenile","Temperature",0.0253904373614343,"juvenile","Abundance"
"MERLMER_adult","Temperature",0.120688633059526,"adult","Abundance"
"MULLSUR_juvenile","Temperature",0.0172209114411786,"juvenile","Abundance"
"MULLSUR_adult","Temperature",0.00958179466614424,"adult","Abundance"
"PAGEACA_juvenile","Temperature",0.128175505149344,"juvenile","Abundance"
"PAGEACA_adult","Temperature",0.0821073490048889,"adult","Abundance"
"SCOMPNE_juvenile","Temperature",0.0472256415455974,"juvenile","Abundance"
"SCOMPNE_adult","Temperature",0.100791597199419,"adult","Abundance"
"MULLBAR_juvenile","Temperature",0.0197146382482906,"juvenile","Abundance"
"MULLBAR_adult","Temperature",0.00604660238898637,"adult","Abundance"
"PAGEERY_juvenile","Temperature",0.0560147801556126,"juvenile","Abundance"
"PAGEERY_adult","Temperature",0.0170459743422513,"adult","Abundance"
"SPARPAG_juvenile","Temperature",0.0333878079185017,"juvenile","Abundance"
"SPARPAG_adult","Temperature",0.0521017790955973,"adult","Abundance"
"TRIPLAS_juvenile","Temperature",0.0331529479650552,"juvenile","Abundance"
"TRIPLAS_adult","Temperature",0.010924319345093,"adult","Abundance"
"ASPICUC_juvenile","Temperature",0.0619863178094999,"juvenile","Abundance"
"ASPICUC_adult","Temperature",0.0585782111192662,"adult","Abundance"
"CITHMAC_juvenile","Temperature",0.0454710265048898,"juvenile","Abundance"
"CITHMAC_adult","Temperature",0.0187290713319682,"adult","Abundance"
"TRACMED_juvenile","Temperature",0.0179661389461997,"juvenile","Abundance"
"TRACMED_adult","Temperature",0.0258908105779269,"adult","Abundance"
"RAJAOXY_adult","Temperature",0.145751836901376,"adult","Abundance"
"MICMPOU_juvenile","Temperature",0.202330847929485,"juvenile","Abundance"
"MICMPOU_adult","Temperature",0.297703640002359,"adult","Abundance"
"ENGRENC_juvenile","Temperature",0.0471602622493802,"juvenile","Abundance"
"ENGRENC_adult","Temperature",0.0547339741171306,"adult","Abundance"
"DIPLVUL_adult","Temperature",0.0302443839201818,"adult","Abundance"
"LEPMBOS_juvenile","Temperature",0.202634437984177,"juvenile","Abundance"
"LEPMBOS_adult","Temperature",0.174282251846528,"adult","Abundance"
"DIPLANN_juvenile","Temperature",0.0279570515978838,"juvenile","Abundance"
"DIPLANN_adult","Temperature",0.0123478180523093,"adult","Abundance"
"SARDPIL_juvenile","Temperature",0.0166983946364199,"juvenile","Abundance"
"SARDPIL_adult","Temperature",0.00820474039137077,"adult","Abundance"
"SCYMLIC_adult","Temperature",0.252522469823701,"adult","Abundance"
"ZEUSFAB_juvenile","Temperature",0.00294176665549518,"juvenile","Abundance"
"ZEUSFAB_adult","Temperature",0.00732238003712381,"adult","Abundance"
"SPICMAE_adult","Temperature",0.0761086955023532,"adult","Abundance"
"SCOMSCO_juvenile","Temperature",0.0759457016610033,"juvenile","Abundance"
"SCOMSCO_adult","Temperature",0.0770412842118196,"adult","Abundance"
"LOPHPIS_juvenile","Temperature",0.0584341633498283,"juvenile","Abundance"
"LOPHPIS_adult","Temperature",0.0820892163313029,"adult","Abundance"
"TRIGLUC_juvenile","Temperature",0.0717354128832684,"juvenile","Abundance"
"TRIGLUC_adult","Temperature",0.0982053206161228,"adult","Abundance"
"TRISCAP_juvenile","Temperature",0.0528933992701284,"juvenile","Abundance"
"TRISCAP_adult","Temperature",0.109859188830855,"adult","Abundance"
"SPICFLE_juvenile","Temperature",0.00831971016765444,"juvenile","Abundance"
"SPICFLE_adult","Temperature",0.00509331379048876,"adult","Abundance"
"SPICSMA_juvenile","Temperature",0.00307327539643339,"juvenile","Abundance"
"SPICSMA_adult","Temperature",0.0215591700554213,"adult","Abundance"
"SOLEVUL_juvenile","Temperature",0.0680760103027707,"juvenile","Abundance"
"SOLEVUL_adult","Temperature",0.071444171295874,"adult","Abundance"
"RAJACLA_juvenile","Temperature",0.0107415780509146,"juvenile","Abundance"
"RAJACLA_adult","Temperature",0.0169375525334447,"adult","Abundance"
"ARNOLAT_adult","Temperature",0.269726034628832,"adult","Abundance"
"BLENOCE_juvenile","Temperature",0.146157461656679,"juvenile","Abundance"
"CAPOAPE_juvenile","Temperature",0.0696659825966672,"juvenile","Abundance"
"CAPOAPE_adult","Temperature",0.0768985094059863,"adult","Abundance"
"CEPOMAC_adult","Temperature",0.0856733898066414,"adult","Abundance"
"CONGCON_adult","Temperature",0.104966461494817,"adult","Abundance"
"GOBIQUA_adult","Temperature",0.1025689829656,"adult","Abundance"
"LEPTCAV_juvenile","Temperature",0.0479829307022047,"juvenile","Abundance"
"LEPTCAV_adult","Temperature",0.0510634105371519,"adult","Abundance"
"SERAHEP_juvenile","Temperature",0.0271790704464988,"juvenile","Abundance"
"SERAHEP_adult","Temperature",0.0237155551716475,"adult","Abundance"
"TRAHDRA_adult","Temperature",0.0356535868387152,"adult","Abundance"
"URANSCA_adult","Temperature",0.10822444661515,"adult","Abundance"
"ARNORUP_adult","Temperature",0.10653095177681,"adult","Abundance"
"ARNOTHO_juvenile","Temperature",0.232045616921844,"juvenile","Abundance"
"GADIARG_adult","Temperature",0.106113720128294,"adult","Abundance"
"LEPICAU_adult","Temperature",0.20746620022664,"adult","Abundance"
"MACOSCO_adult","Temperature",0.163179194551769,"adult","Abundance"
"SERACAB_juvenile","Temperature",0.0747664876236157,"juvenile","Abundance"
"SERACAB_adult","Temperature",0.0378712087221695,"adult","Abundance"
"SCORNOT_adult","Temperature",0.0572333359444754,"adult","Abundance"
"ARGRHEM_adult","Temperature",0.776153948000525,"adult","Abundance"
"LAMACRO_juvenile","Temperature",0.245852132937737,"juvenile","Abundance"
"LAMACRO_adult","Temperature",0.27840148426609,"adult","Abundance"
"NEZUAEQ_juvenile","Temperature",0.254240311836941,"juvenile","Abundance"
"COELCOE_juvenile","Temperature",0.28835599909836,"juvenile","Abundance"
"HYMEITA_adult","Temperature",0.364750686340402,"adult","Abundance"
"CALMPHA_juvenile","Temperature",0.135890420892707,"juvenile","Abundance"
"CALMPHA_adult","Temperature",0.125916856854694,"adult","Abundance"
"RAJAAST_adult","Temperature",0.0505881425612017,"adult","Abundance"
"TRIGLYR_juvenile","Temperature",0.18307646663889,"juvenile","Abundance"
"SCORSCO_adult","Temperature",0.0739879732223274,"adult","Abundance"
"RAJAMIR_juvenile","Temperature",0.0255679577652427,"juvenile","Abundance"
"RAJAPOL_juvenile","Temperature",0.0515555169503711,"juvenile","Abundance"
"RAJAPOL_adult","Temperature",0.0207560751830236,"adult","Abundance"
"EUTRGUR_juvenile","Temperature",0.0160511773084076,"juvenile","Abundance"
"EUTRGUR_adult","Temperature",0.0321875430352866,"adult","Abundance"
"SQUABLA_juvenile","Temperature",0.246925725201922,"juvenile","Abundance"
"SQUABLA_adult","Temperature",0.240902626775673,"adult","Abundance"
"RAJABRA_juvenile","Temperature",0.053070954289678,"juvenile","Abundance"
"SPRASPR_adult","Temperature",0.0596251678696901,"adult","Abundance"
"DIAPMET_adult","Temperature",0.196116472077779,"adult","Abundance"
"GONODEN_adult","Temperature",0.22566831653026,"adult","Abundance"
"ETMOSPI_juvenile","Salinity",0.00208352492620245,"juvenile","Abundance"
"ETMOSPI_adult","Salinity",0.00668327044177005,"adult","Abundance"
"GALUMEL_juvenile","Salinity",0.00658890218282766,"juvenile","Abundance"
"GALUMEL_adult","Salinity",0.00232426532717429,"adult","Abundance"
"HELIDAC_juvenile","Salinity",0.00190242567037499,"juvenile","Abundance"
"HELIDAC_adult","Salinity",0.013273063689864,"adult","Abundance"
"LOPHBUD_juvenile","Salinity",0.00236594311585969,"juvenile","Abundance"
"LOPHBUD_adult","Salinity",0.0019982089755496,"adult","Abundance"
"PAGEBOG_juvenile","Salinity",0.0104751990460908,"juvenile","Abundance"
"PAGEBOG_adult","Salinity",0.00431533662033383,"adult","Abundance"
"PHYIBLE_juvenile","Salinity",0.00497491072776105,"juvenile","Abundance"
"PHYIBLE_adult","Salinity",0.00176532746008974,"adult","Abundance"
"TRACTRA_juvenile","Salinity",0.00189517049489505,"juvenile","Abundance"
"TRACTRA_adult","Salinity",0.00672575133945897,"adult","Abundance"
"SCYOCAN_juvenile","Salinity",0.000988878634021681,"juvenile","Abundance"
"SCYOCAN_adult","Salinity",0.00379033607573413,"adult","Abundance"
"TORPMAR_juvenile","Salinity",0.00689319615507651,"juvenile","Abundance"
"BOOPBOO_juvenile","Salinity",0.00465629626175634,"juvenile","Abundance"
"BOOPBOO_adult","Salinity",0.00288645238019591,"adult","Abundance"
"MERLMER_juvenile","Salinity",0.000886500176194812,"juvenile","Abundance"
"MERLMER_adult","Salinity",0.000911752569128466,"adult","Abundance"
"MULLSUR_juvenile","Salinity",0.012405991152202,"juvenile","Abundance"
"MULLSUR_adult","Salinity",0.00506529267255854,"adult","Abundance"
"PAGEACA_juvenile","Salinity",0.0149993620292298,"juvenile","Abundance"
"PAGEACA_adult","Salinity",0.0244281650728103,"adult","Abundance"
